father,mother,midparentHeight,children,childHeight
69.0,66.0,70.14,9.0,69.0
69.0,66.0,70.14,9.0,69.0
69.0,66.0,70.14,9.0,66.5
69.0,66.0,70.14,9.0,65.5
69.0,66.0,70.14,9.0,65.5
69.0,66.0,70.14,9.0,65.0
69.0,66.0,70.14,9.0,64.0
69.0,65.0,69.6,7.0,70.0
69.0,65.0,69.6,7.0,68.5
69.0,65.0,69.6,7.0,67.0
69.0,65.0,69.6,7.0,65.0
69.0,65.0,69.6,7.0,64.0
69.0,65.0,69.6,7.0,63.5
69.0,65.0,69.6,7.0,61.0
69.5,64.5,69.58000000000001,7.0,69.7
69.5,64.5,69.58000000000001,7.0,68.0
69.5,64.5,69.58000000000001,7.0,60.0
69.5,64.5,69.58000000000001,7.0,65.2
69.5,64.5,69.58000000000001,7.0,64.5
69.5,64.5,69.58000000000001,7.0,63.7
69.5,64.5,69.58000000000001,7.0,60.0
69.2,64.0,69.16,4.0,71.7
69.2,64.0,69.16,4.0,66.5
69.2,64.0,69.16,4.0,65.0
69.2,64.0,69.16,4.0,63.5
69.0,63.5,68.78999999999999,1.0,65.5
69.0,63.0,68.52000000000001,3.0,69.0
69.0,63.0,68.52000000000001,3.0,67.5
69.0,63.0,68.52000000000001,3.0,63.5
69.0,63.0,68.52000000000001,1.0,72.0
69.0,63.0,68.52000000000001,6.0,73.0
69.0,63.0,68.52000000000001,6.0,70.0
69.0,63.0,68.52000000000001,6.0,70.0
69.0,63.0,68.52000000000001,6.0,64.0
69.0,63.0,68.52000000000001,6.0,66.0
69.0,63.0,68.52000000000001,6.0,62.0
69.0,63.5,68.78999999999999,7.0,70.5
69.0,63.5,68.78999999999999,7.0,67.0
69.0,63.5,68.78999999999999,7.0,66.0
69.0,63.5,68.78999999999999,7.0,65.0
69.0,63.5,68.78999999999999,7.0,63.0
69.0,63.5,68.78999999999999,7.0,62.0
69.0,63.5,68.78999999999999,7.0,61.0
69.0,63.5,68.78999999999999,3.0,70.5
69.0,63.5,68.78999999999999,3.0,63.7
69.0,63.5,68.78999999999999,3.0,63.0
69.7,62.0,68.33000000000001,1.0,62.5
69.5,62.0,68.23,3.0,73.0
69.5,62.0,68.23,3.0,72.0
69.5,62.0,68.23,3.0,69.0
69.0,62.0,67.98,5.0,73.0
69.0,62.0,67.98,5.0,71.0
69.0,62.0,67.98,5.0,71.0
69.0,62.0,67.98,5.0,69.0
69.0,62.0,67.98,5.0,63.0
69.5,62.0,68.23,11.0,72.0
69.5,62.0,68.23,11.0,70.0
69.5,62.0,68.23,11.0,67.8
69.5,62.0,68.23,11.0,65.2
69.5,62.0,68.23,11.0,64.7
69.5,62.0,68.23,11.0,64.5
69.5,62.0,68.23,11.0,63.5
69.5,62.0,68.23,11.0,63.5
69.5,62.0,68.23,11.0,62.5
69.5,62.0,68.23,11.0,62.0
69.5,62.0,68.23,11.0,61.5
69.0,62.5,68.25,8.0,71.0
69.0,62.5,68.25,8.0,70.0
69.0,62.5,68.25,8.0,70.0
69.0,62.5,68.25,8.0,69.0
69.0,62.5,68.25,8.0,63.5
69.0,62.5,68.25,8.0,62.5
69.0,62.5,68.25,8.0,62.5
69.0,62.5,68.25,8.0,62.0
69.0,62.0,67.98,4.0,72.0
69.0,62.0,67.98,4.0,68.0
69.0,62.0,67.98,4.0,66.0
69.0,62.0,67.98,4.0,66.0
69.5,61.0,67.69,5.0,70.0
69.5,61.0,67.69,5.0,69.5
69.5,61.0,67.69,5.0,69.0
69.5,61.0,67.69,5.0,63.0
69.5,61.0,67.69,5.0,62.0
69.0,61.0,67.44,9.0,68.0
69.0,61.0,67.44,9.0,68.0
69.0,61.0,67.44,9.0,67.5
69.0,61.0,67.44,9.0,64.0
69.0,61.0,67.44,9.0,63.0
69.0,61.0,67.44,9.0,63.0
69.0,61.0,67.44,9.0,63.5
69.0,61.0,67.44,9.0,62.0
69.0,61.0,67.44,9.0,62.0
69.0,60.0,66.9,3.0,70.5
69.0,60.0,66.9,3.0,68.0
69.0,60.0,66.9,3.0,62.5
69.0,60.0,66.9,4.0,69.0
69.0,60.0,66.9,4.0,66.0
69.0,60.0,66.9,4.0,61.7
69.0,60.0,66.9,4.0,60.5
69.0,60.5,67.17,1.0,69.5
68.7,70.5,72.42,2.0,71.0
68.7,70.5,72.42,2.0,61.7
68.5,67.0,70.43,3.0,73.0
68.5,67.0,70.43,3.0,71.0
68.5,67.0,70.43,3.0,67.0
68.5,66.5,70.16,11.0,70.0
68.5,66.5,70.16,11.0,69.0
68.5,66.5,70.16,11.0,69.0
68.5,66.5,70.16,11.0,68.7
68.5,66.5,70.16,11.0,68.5
68.5,66.5,70.16,11.0,68.5
68.5,66.5,70.16,11.0,68.0
68.5,66.5,70.16,11.0,68.0
68.5,66.5,70.16,11.0,68.0
68.5,66.5,70.16,11.0,66.2
68.5,66.5,70.16,11.0,63.2
68.0,65.0,69.1,2.0,67.5
68.0,65.0,69.1,2.0,66.0
68.0,65.5,69.37,2.0,66.0
68.0,65.5,69.37,2.0,64.0
68.0,65.5,69.37,7.0,71.7
68.0,65.5,69.37,7.0,71.5
68.0,65.5,69.37,7.0,70.7
68.0,65.5,69.37,7.0,65.5
68.0,65.5,69.37,7.0,66.5
68.0,65.5,69.37,7.0,65.2
68.0,65.5,69.37,7.0,61.5
68.0,65.0,69.1,4.0,72.0
68.0,65.0,69.1,4.0,72.0
68.0,65.0,69.1,4.0,68.0
68.0,65.0,69.1,4.0,66.0
68.5,65.0,69.35,8.0,69.2
68.5,65.0,69.35,8.0,68.0
68.5,65.0,69.35,8.0,66.0
68.5,65.0,69.35,8.0,66.0
68.5,65.0,69.35,8.0,62.0
68.5,65.0,69.35,8.0,61.5
68.5,65.0,69.35,8.0,61.0
68.5,65.0,69.35,8.0,60.0
68.5,65.0,69.35,8.0,72.0
68.5,65.0,69.35,8.0,70.5
68.5,65.0,69.35,8.0,68.7
68.5,65.0,69.35,8.0,68.5
68.5,65.0,69.35,8.0,67.7
68.5,65.0,69.35,8.0,64.0
68.5,65.0,69.35,8.0,63.5
68.5,65.0,69.35,8.0,63.0
68.0,64.0,68.56,10.0,71.0
68.0,64.0,68.56,10.0,68.0
68.0,64.0,68.56,10.0,68.0
68.0,64.0,68.56,10.0,67.0
68.0,64.0,68.56,10.0,65.0
68.0,64.0,68.56,10.0,64.0
68.0,64.0,68.56,10.0,63.0
68.0,64.0,68.56,10.0,63.0
68.0,64.0,68.56,10.0,62.0
68.0,64.0,68.56,10.0,61.0
68.0,64.0,68.56,4.0,66.0
68.0,64.0,68.56,4.0,63.0
68.0,64.0,68.56,4.0,65.5
68.0,64.0,68.56,4.0,62.0
68.0,64.0,68.56,5.0,71.2
68.0,64.0,68.56,5.0,71.2
68.0,64.0,68.56,5.0,69.0
68.0,64.0,68.56,5.0,68.5
68.0,64.0,68.56,5.0,62.5
68.0,64.5,68.83000000000001,1.0,62.0
68.0,64.0,68.56,10.0,69.0
68.0,64.0,68.56,10.0,67.0
68.0,64.0,68.56,10.0,66.0
68.0,64.0,68.56,10.0,66.0
68.0,64.0,68.56,10.0,66.0
68.0,64.0,68.56,10.0,65.0
68.0,64.0,68.56,10.0,65.0
68.0,64.0,68.56,10.0,65.0
68.0,64.0,68.56,10.0,64.0
68.0,64.0,68.56,10.0,63.0
68.0,63.0,68.02000000000001,8.0,70.5
68.0,63.0,68.02000000000001,8.0,70.0
68.0,63.0,68.02000000000001,8.0,68.0
68.0,63.0,68.02000000000001,8.0,66.0
68.0,63.0,68.02000000000001,8.0,66.0
68.0,63.0,68.02000000000001,8.0,66.0
68.0,63.0,68.02000000000001,8.0,62.0
68.0,63.0,68.02000000000001,8.0,61.5
68.5,63.5,68.53999999999999,4.0,73.5
68.5,63.5,68.53999999999999,4.0,70.0
68.5,63.5,68.53999999999999,4.0,69.5
68.5,63.5,68.53999999999999,4.0,65.5
68.0,63.0,68.02000000000001,1.0,67.0
68.0,63.0,68.02000000000001,4.0,70.0
68.0,63.0,68.02000000000001,4.0,68.0
68.0,63.0,68.02000000000001,4.0,64.5
68.0,63.0,68.02000000000001,4.0,64.0
68.0,63.0,68.02000000000001,8.0,71.0
68.0,63.0,68.02000000000001,8.0,68.0
68.0,63.0,68.02000000000001,8.0,66.0
68.0,63.0,68.02000000000001,8.0,65.5
68.0,63.0,68.02000000000001,8.0,65.0
68.0,63.0,68.02000000000001,8.0,63.0
68.0,63.0,68.02000000000001,8.0,62.0
68.0,63.0,68.02000000000001,8.0,62.0
68.0,63.0,68.02000000000001,6.0,67.0
68.0,63.0,68.02000000000001,6.0,67.0
68.0,63.0,68.02000000000001,6.0,66.0
68.0,63.0,68.02000000000001,6.0,64.0
68.0,63.0,68.02000000000001,6.0,63.5
68.0,63.0,68.02000000000001,6.0,61.0
68.5,63.5,68.53999999999999,1.0,68.2
68.0,63.0,68.02000000000001,1.0,70.0
68.2,63.5,68.39,5.0,70.0
68.2,63.5,68.39,5.0,69.0
68.2,63.5,68.39,5.0,67.0
68.2,63.5,68.39,5.0,65.5
68.2,63.5,68.39,5.0,64.5
68.0,62.5,67.75,1.0,68.5
68.7,62.0,67.83000000000001,2.0,67.7
68.7,62.0,67.83000000000001,2.0,61.7
68.0,62.5,67.75,1.0,66.5
68.0,61.0,66.94,5.0,68.5
68.0,61.0,66.94,5.0,68.0
68.0,61.0,66.94,5.0,64.0
68.0,61.0,66.94,5.0,63.5
68.0,61.0,66.94,5.0,63.0
68.0,60.2,66.50800000000001,1.0,66.7
68.0,60.0,66.4,7.0,64.0
68.0,60.0,66.4,7.0,61.0
68.0,60.0,66.4,7.0,61.0
68.0,60.0,66.4,7.0,60.0
68.0,60.0,66.4,7.0,60.0
68.0,60.0,66.4,7.0,60.0
68.0,60.0,66.4,7.0,56.0
68.0,60.0,66.4,4.0,67.5
68.0,60.0,66.4,4.0,67.0
68.0,60.0,66.4,4.0,66.5
68.0,60.0,66.4,4.0,60.0
68.5,59.0,66.11,1.0,69.0
68.0,59.0,65.86,10.0,68.0
68.0,59.0,65.86,10.0,65.0
68.0,59.0,65.86,10.0,64.7
68.0,59.0,65.86,10.0,64.0
68.0,59.0,65.86,10.0,64.0
68.0,59.0,65.86,10.0,63.0
68.0,59.0,65.86,10.0,65.0
68.0,59.0,65.86,10.0,65.0
68.0,59.0,65.86,10.0,62.0
68.0,59.0,65.86,10.0,61.0
67.0,66.2,69.248,5.0,72.7
67.0,66.2,69.248,5.0,72.7
67.0,66.2,69.248,5.0,71.5
67.0,66.2,69.248,5.0,65.5
67.0,66.2,69.248,5.0,63.5
67.0,66.5,69.41,1.0,71.0
67.0,66.0,69.14,8.0,73.0
67.0,66.0,69.14,8.0,71.0
67.0,66.0,69.14,8.0,70.7
67.0,66.0,69.14,8.0,70.0
67.0,66.0,69.14,8.0,69.0
67.0,66.0,69.14,8.0,68.0
67.0,66.0,69.14,8.0,65.5
67.0,66.0,69.14,8.0,62.0
67.0,65.0,68.6,6.0,69.7
67.0,65.0,68.6,6.0,67.5
67.0,65.0,68.6,6.0,65.5
67.0,65.0,68.6,6.0,65.0
67.0,65.0,68.6,6.0,64.5
67.0,65.0,68.6,6.0,63.5
67.0,65.5,68.87,5.0,70.0
67.0,65.5,68.87,5.0,69.0
67.0,65.5,68.87,5.0,65.5
67.0,65.5,68.87,5.0,65.5
67.0,65.5,68.87,5.0,63.0
67.0,65.5,68.87,4.0,70.0
67.0,65.5,68.87,4.0,67.7
67.0,65.5,68.87,4.0,63.0
67.0,65.5,68.87,4.0,60.0
67.0,65.0,68.6,3.0,65.0
67.0,65.0,68.6,3.0,62.0
67.0,65.0,68.6,3.0,62.0
67.5,65.0,68.85,11.0,71.0
67.5,65.0,68.85,11.0,69.0
67.5,65.0,68.85,11.0,64.0
67.5,65.0,68.85,11.0,64.0
67.5,65.0,68.85,11.0,63.0
67.5,65.0,68.85,11.0,63.0
67.5,65.0,68.85,11.0,63.0
67.5,65.0,68.85,11.0,63.0
67.5,65.0,68.85,11.0,63.0
67.5,65.0,68.85,11.0,62.5
67.5,65.0,68.85,11.0,62.0
67.0,64.0,68.06,4.0,71.5
67.0,64.0,68.06,4.0,70.0
67.0,64.0,68.06,4.0,67.0
67.0,64.0,68.06,4.0,67.0
67.0,63.5,67.78999999999999,8.0,71.0
67.0,63.5,67.78999999999999,8.0,70.2
67.0,63.5,67.78999999999999,8.0,69.2
67.0,63.5,67.78999999999999,8.0,68.5
67.0,63.5,67.78999999999999,8.0,68.0
67.0,63.5,67.78999999999999,8.0,67.0
67.0,63.5,67.78999999999999,8.0,65.5
67.0,63.5,67.78999999999999,8.0,63.5
67.0,63.0,67.52000000000001,3.0,69.0
67.0,63.0,67.52000000000001,3.0,68.0
67.0,63.0,67.52000000000001,3.0,63.0
67.5,62.0,67.23,5.0,70.0
67.5,62.0,67.23,5.0,69.5
67.5,62.0,67.23,5.0,69.0
67.5,62.0,67.23,5.0,68.5
67.5,62.0,67.23,5.0,66.0
67.0,61.0,66.44,1.0,67.0
66.0,67.0,69.18,8.0,70.5
66.0,67.0,69.18,8.0,70.5
66.0,67.0,69.18,8.0,67.0
66.0,67.0,69.18,8.0,66.0
66.0,67.0,69.18,8.0,66.0
66.0,67.0,69.18,8.0,62.0
66.0,67.0,69.18,8.0,62.0
66.0,67.0,69.18,8.0,61.5
66.0,67.0,69.18,9.0,72.0
66.0,67.0,69.18,9.0,65.0
66.0,67.0,69.18,9.0,65.0
66.0,67.0,69.18,9.0,67.0
66.0,67.0,69.18,9.0,64.0
66.0,67.0,69.18,9.0,64.0
66.0,67.0,69.18,9.0,62.0
66.0,67.0,69.18,9.0,60.0
66.0,67.0,69.18,9.0,60.0
66.0,66.0,68.64,5.0,66.0
66.0,66.0,68.64,5.0,65.0
66.0,66.0,68.64,5.0,67.0
66.0,66.0,68.64,5.0,66.5
66.0,66.0,68.64,5.0,65.5
66.0,66.0,68.64,6.0,72.0
66.0,66.0,68.64,6.0,68.0
66.0,66.0,68.64,6.0,66.0
66.0,66.0,68.64,6.0,65.0
66.0,66.0,68.64,6.0,62.0
66.0,66.0,68.64,6.0,61.0
66.5,65.0,68.35,8.0,68.7
66.5,65.0,68.35,8.0,68.5
66.5,65.0,68.35,8.0,66.5
66.5,65.0,68.35,8.0,64.5
66.5,65.0,68.35,8.0,62.5
66.5,65.0,68.35,8.0,60.5
66.5,65.0,68.35,8.0,60.5
66.5,65.0,68.35,8.0,57.5
66.0,65.5,68.37,5.0,72.0
66.0,65.5,68.37,5.0,71.0
66.0,65.5,68.37,5.0,67.0
66.0,65.5,68.37,5.0,66.0
66.0,65.5,68.37,5.0,65.0
66.0,63.0,67.02000000000001,1.0,70.0
66.0,63.5,67.28999999999999,2.0,64.5
66.0,63.5,67.28999999999999,2.0,62.0
66.5,63.0,67.27000000000001,6.0,67.2
66.5,63.0,67.27000000000001,6.0,67.0
66.5,63.0,67.27000000000001,6.0,65.0
66.5,63.0,67.27000000000001,6.0,65.0
66.5,63.0,67.27000000000001,6.0,65.0
66.5,63.0,67.27000000000001,6.0,63.0
66.5,62.5,67.0,7.0,70.0
66.5,62.5,67.0,7.0,68.0
66.5,62.5,67.0,7.0,63.5
66.5,62.5,67.0,7.0,62.5
66.5,62.5,67.0,7.0,62.5
66.5,62.5,67.0,7.0,62.5
66.5,62.5,67.0,7.0,62.5
66.0,61.5,66.21000000000001,1.0,70.0
66.0,60.0,65.4,4.0,68.0
66.0,60.0,65.4,4.0,67.0
66.0,60.0,65.4,4.0,65.0
66.0,60.0,65.4,4.0,60.0
66.0,60.0,65.4,1.0,65.0
65.0,67.0,68.68,4.0,66.5
65.0,67.0,68.68,4.0,66.0
65.0,67.0,68.68,4.0,66.0
65.0,67.0,68.68,4.0,65.0
65.0,67.0,68.68,1.0,63.0
65.0,66.0,68.14,4.0,63.0
65.0,66.0,68.14,4.0,63.0
65.0,66.0,68.14,4.0,63.0
65.0,66.0,68.14,4.0,60.0
65.0,66.0,68.14,5.0,67.0
65.0,66.0,68.14,5.0,66.0
65.0,66.0,68.14,5.0,65.0
65.0,66.0,68.14,5.0,65.0
65.0,66.0,68.14,5.0,61.0
65.0,65.0,67.6,9.0,69.0
65.0,65.0,67.6,9.0,68.0
65.0,65.0,67.6,9.0,68.0
65.0,65.0,67.6,9.0,65.0
65.0,65.0,67.6,9.0,65.0
65.0,65.0,67.6,9.0,62.0
65.0,65.0,67.6,9.0,62.0
65.0,65.0,67.6,9.0,61.0
65.0,65.0,67.6,9.0,59.0
65.0,65.5,67.87,2.0,70.7
65.0,65.5,67.87,2.0,65.5
65.0,65.0,67.6,6.0,69.2
65.0,65.0,67.6,6.0,69.0
65.0,65.0,67.6,6.0,68.0
65.0,65.0,67.6,6.0,67.7
65.0,65.0,67.6,6.0,64.5
65.0,65.0,67.6,6.0,60.5
65.0,64.0,67.06,6.0,67.0
65.0,64.0,67.06,6.0,67.0
65.0,64.0,67.06,6.0,64.0
65.0,64.0,67.06,6.0,64.0
65.0,64.0,67.06,6.0,62.5
65.0,64.0,67.06,6.0,60.5
65.0,63.0,66.52000000000001,2.0,70.0
65.0,63.0,66.52000000000001,2.0,63.0
65.0,63.0,66.52000000000001,3.0,66.0
65.0,63.0,66.52000000000001,3.0,66.0
65.0,63.0,66.52000000000001,3.0,63.0
65.5,63.0,66.77000000000001,4.0,71.0
65.5,63.0,66.77000000000001,4.0,71.0
65.5,63.0,66.77000000000001,4.0,69.0
65.5,63.0,66.77000000000001,4.0,63.5
65.5,60.0,65.15,5.0,68.0
65.5,60.0,65.15,5.0,68.0
65.5,60.0,65.15,5.0,67.0
65.5,60.0,65.15,5.0,67.0
65.5,60.0,65.15,5.0,62.0
64.0,64.0,66.56,7.0,71.5
64.0,64.0,66.56,7.0,68.0
64.0,64.0,66.56,7.0,65.5
64.0,64.0,66.56,7.0,64.0
64.0,64.0,66.56,7.0,62.0
64.0,64.0,66.56,7.0,62.0
64.0,64.0,66.56,7.0,61.0
64.0,64.0,66.56,7.0,70.5
64.0,64.0,66.56,7.0,68.0
64.0,64.0,66.56,7.0,67.0
64.0,64.0,66.56,7.0,65.0
64.0,64.0,66.56,7.0,64.0
64.0,64.0,66.56,7.0,64.0
64.0,64.0,66.56,7.0,60.0
63.0,63.5,65.78999999999999,2.0,68.5
63.0,63.5,65.78999999999999,2.0,63.5
62.0,66.0,66.64,3.0,64.0
62.0,66.0,66.64,3.0,62.0
62.0,66.0,66.64,3.0,61.0
