father,mother,midparentHeight,children,parents_product,parents_average,father_midparent_interaction,children_father_interaction,childHeight
70.5,64.0,69.81,8.0,4512.0,67.25,4921.6050000000005,564.0,69.0
70.5,64.0,69.81,8.0,4512.0,67.25,4921.6050000000005,564.0,69.0
70.5,64.0,69.81,8.0,4512.0,67.25,4921.6050000000005,564.0,72.0
70.5,64.0,69.81,8.0,4512.0,67.25,4921.6050000000005,564.0,70.0
70.5,64.0,69.81,8.0,4512.0,67.25,4921.6050000000005,564.0,68.7
70.5,64.0,69.81,8.0,4512.0,67.25,4921.6050000000005,564.0,66.5
70.5,64.0,69.81,8.0,4512.0,67.25,4921.6050000000005,564.0,65.5
70.5,64.0,69.81,8.0,4512.0,67.25,4921.6050000000005,564.0,64.7
70.5,64.5,70.08000000000001,1.0,4547.25,67.5,4940.640000000001,70.5,64.5
70.0,64.0,69.56,4.0,4480.0,67.0,4869.2,280.0,70.7
70.0,64.0,69.56,4.0,4480.0,67.0,4869.2,280.0,70.0
70.0,64.0,69.56,4.0,4480.0,67.0,4869.2,280.0,68.0
70.0,64.0,69.56,4.0,4480.0,67.0,4869.2,280.0,67.0
70.0,64.0,69.56,9.0,4480.0,67.0,4869.2,630.0,66.0
70.0,64.0,69.56,9.0,4480.0,67.0,4869.2,630.0,65.0
70.0,64.0,69.56,9.0,4480.0,67.0,4869.2,630.0,67.0
70.0,64.0,69.56,9.0,4480.0,67.0,4869.2,630.0,70.0
70.0,64.0,69.56,9.0,4480.0,67.0,4869.2,630.0,68.0
70.0,64.0,69.56,9.0,4480.0,67.0,4869.2,630.0,66.7
70.0,64.0,69.56,9.0,4480.0,67.0,4869.2,630.0,65.5
70.0,64.0,69.56,9.0,4480.0,67.0,4869.2,630.0,72.0
70.0,64.0,69.56,9.0,4480.0,67.0,4869.2,630.0,70.0
70.0,63.7,69.398,8.0,4459.0,66.85,4857.86,560.0,62.5
70.0,63.7,69.398,8.0,4459.0,66.85,4857.86,560.0,61.2
70.0,63.7,69.398,8.0,4459.0,66.85,4857.86,560.0,60.1
70.0,63.7,69.398,8.0,4459.0,66.85,4857.86,560.0,74.0
70.0,63.7,69.398,8.0,4459.0,66.85,4857.86,560.0,69.5
70.0,63.7,69.398,8.0,4459.0,66.85,4857.86,560.0,69.0
70.0,63.7,69.398,8.0,4459.0,66.85,4857.86,560.0,68.0
70.0,63.7,69.398,8.0,4459.0,66.85,4857.86,560.0,68.0
70.5,63.0,69.27000000000001,4.0,4441.5,66.75,4883.535000000001,282.0,68.0
70.5,63.0,69.27000000000001,4.0,4441.5,66.75,4883.535000000001,282.0,65.5
70.5,63.0,69.27000000000001,4.0,4441.5,66.75,4883.535000000001,282.0,65.0
70.5,63.0,69.27000000000001,4.0,4441.5,66.75,4883.535000000001,282.0,60.0
70.5,63.0,69.27000000000001,5.0,4441.5,66.75,4883.535000000001,352.5,68.0
70.5,63.0,69.27000000000001,5.0,4441.5,66.75,4883.535000000001,352.5,65.0
70.5,63.0,69.27000000000001,5.0,4441.5,66.75,4883.535000000001,352.5,64.0
70.5,63.0,69.27000000000001,5.0,4441.5,66.75,4883.535000000001,352.5,62.0
70.5,63.0,69.27000000000001,5.0,4441.5,66.75,4883.535000000001,352.5,71.0
70.0,63.5,69.28999999999999,4.0,4445.0,66.75,4850.299999999999,280.0,70.0
70.0,63.5,69.28999999999999,4.0,4445.0,66.75,4850.299999999999,280.0,70.0
70.0,63.5,69.28999999999999,4.0,4445.0,66.75,4850.299999999999,280.0,70.0
70.0,63.5,69.28999999999999,4.0,4445.0,66.75,4850.299999999999,280.0,69.5
70.0,63.0,69.02000000000001,4.0,4410.0,66.5,4831.400000000001,280.0,68.5
70.0,63.0,69.02000000000001,4.0,4410.0,66.5,4831.400000000001,280.0,69.0
70.0,63.0,69.02000000000001,4.0,4410.0,66.5,4831.400000000001,280.0,65.0
70.0,63.0,69.02000000000001,4.0,4410.0,66.5,4831.400000000001,280.0,64.0
70.0,63.0,69.02000000000001,4.0,4410.0,66.5,4831.400000000001,280.0,70.0
70.0,63.0,69.02000000000001,4.0,4410.0,66.5,4831.400000000001,280.0,67.0
70.0,63.0,69.02000000000001,4.0,4410.0,66.5,4831.400000000001,280.0,65.5
70.0,63.0,69.02000000000001,4.0,4410.0,66.5,4831.400000000001,280.0,63.7
70.5,62.0,68.73,8.0,4371.0,66.25,4845.465,564.0,63.2
70.5,62.0,68.73,8.0,4371.0,66.25,4845.465,564.0,62.5
70.5,62.0,68.73,8.0,4371.0,66.25,4845.465,564.0,62.2
70.5,62.0,68.73,8.0,4371.0,66.25,4845.465,564.0,61.0
70.5,62.0,68.73,8.0,4371.0,66.25,4845.465,564.0,70.0
70.5,62.0,68.73,8.0,4371.0,66.25,4845.465,564.0,68.5
70.5,62.0,68.73,8.0,4371.0,66.25,4845.465,564.0,65.5
70.5,62.0,68.73,8.0,4371.0,66.25,4845.465,564.0,63.5
70.3,62.7,69.00800000000001,7.0,4407.81,66.5,4851.2624000000005,492.09999999999997,72.5
70.3,62.7,69.00800000000001,7.0,4407.81,66.5,4851.2624000000005,492.09999999999997,69.0
70.3,62.7,69.00800000000001,7.0,4407.81,66.5,4851.2624000000005,492.09999999999997,67.0
70.3,62.7,69.00800000000001,7.0,4407.81,66.5,4851.2624000000005,492.09999999999997,64.5
70.3,62.7,69.00800000000001,7.0,4407.81,66.5,4851.2624000000005,492.09999999999997,64.0
70.3,62.7,69.00800000000001,7.0,4407.81,66.5,4851.2624000000005,492.09999999999997,71.0
70.3,62.7,69.00800000000001,7.0,4407.81,66.5,4851.2624000000005,492.09999999999997,67.5
70.5,62.0,68.73,3.0,4371.0,66.25,4845.465,211.5,67.5
70.5,62.0,68.73,3.0,4371.0,66.25,4845.465,211.5,63.5
70.5,62.0,68.73,3.0,4371.0,66.25,4845.465,211.5,68.0
70.0,61.0,67.94,2.0,4270.0,65.5,4755.8,140.0,67.0
70.0,61.0,67.94,2.0,4270.0,65.5,4755.8,140.0,63.7
70.0,60.0,67.4,4.0,4200.0,65.0,4718.0,280.0,62.0
70.0,60.0,67.4,4.0,4200.0,65.0,4718.0,280.0,70.0
70.0,60.0,67.4,4.0,4200.0,65.0,4718.0,280.0,66.5
70.0,60.0,67.4,4.0,4200.0,65.0,4718.0,280.0,62.0
70.0,60.0,67.4,2.0,4200.0,65.0,4718.0,140.0,61.0
70.0,60.0,67.4,2.0,4200.0,65.0,4718.0,140.0,72.0
70.0,58.5,66.59,3.0,4095.0,64.25,4661.3,210.0,70.0
70.0,58.5,66.59,3.0,4095.0,64.25,4661.3,210.0,69.5
70.0,58.5,66.59,3.0,4095.0,64.25,4661.3,210.0,69.5
70.0,58.0,66.32,5.0,4060.0,64.0,4642.4,350.0,68.0
70.0,58.0,66.32,5.0,4060.0,64.0,4642.4,350.0,65.0
70.0,58.0,66.32,5.0,4060.0,64.0,4642.4,350.0,64.0
70.0,58.0,66.32,5.0,4060.0,64.0,4642.4,350.0,63.0
70.0,58.0,66.32,5.0,4060.0,64.0,4642.4,350.0,70.7
69.0,68.5,71.49000000000001,10.0,4726.5,68.75,4932.81,690.0,69.7
69.0,68.5,71.49000000000001,10.0,4726.5,68.75,4932.81,690.0,69.2
69.0,68.5,71.49000000000001,10.0,4726.5,68.75,4932.81,690.0,65.2
69.0,68.5,71.49000000000001,10.0,4726.5,68.75,4932.81,690.0,64.0
69.0,68.5,71.49000000000001,10.0,4726.5,68.75,4932.81,690.0,63.5
69.0,68.5,71.49000000000001,10.0,4726.5,68.75,4932.81,690.0,63.2
69.0,68.5,71.49000000000001,10.0,4726.5,68.75,4932.81,690.0,72.0
69.0,68.5,71.49000000000001,10.0,4726.5,68.75,4932.81,690.0,72.0
69.0,68.5,71.49000000000001,10.0,4726.5,68.75,4932.81,690.0,60.0
69.0,68.5,71.49000000000001,10.0,4726.5,68.75,4932.81,690.0,71.2
69.0,67.0,70.68,1.0,4623.0,68.0,4876.92,69.0,67.0
69.0,66.0,70.14,8.0,4554.0,67.5,4839.66,552.0,67.0
69.0,66.0,70.14,8.0,4554.0,67.5,4839.66,552.0,64.5
69.0,66.0,70.14,8.0,4554.0,67.5,4839.66,552.0,65.0
69.0,66.0,70.14,8.0,4554.0,67.5,4839.66,552.0,63.0
69.0,66.0,70.14,8.0,4554.0,67.5,4839.66,552.0,65.0
69.0,66.0,70.14,8.0,4554.0,67.5,4839.66,552.0,65.0
69.0,66.0,70.14,8.0,4554.0,67.5,4839.66,552.0,71.5
69.0,66.0,70.14,8.0,4554.0,67.5,4839.66,552.0,64.5
69.0,66.0,70.14,3.0,4554.0,67.5,4839.66,207.0,63.0
69.0,66.0,70.14,3.0,4554.0,67.5,4839.66,207.0,72.0
69.0,66.0,70.14,3.0,4554.0,67.5,4839.66,207.0,66.0
69.0,66.7,70.518,4.0,4602.3,67.85,4865.742,276.0,66.0
69.0,66.7,70.518,4.0,4602.3,67.85,4865.742,276.0,65.0
69.0,66.7,70.518,4.0,4602.3,67.85,4865.742,276.0,63.0
69.0,66.7,70.518,4.0,4602.3,67.85,4865.742,276.0,75.0
69.0,66.0,70.14,6.0,4554.0,67.5,4839.66,414.0,71.0
69.0,66.0,70.14,6.0,4554.0,67.5,4839.66,414.0,70.0
69.0,66.0,70.14,6.0,4554.0,67.5,4839.66,414.0,66.0
69.0,66.0,70.14,6.0,4554.0,67.5,4839.66,414.0,66.0
69.0,66.0,70.14,6.0,4554.0,67.5,4839.66,414.0,65.5
69.0,66.0,70.14,6.0,4554.0,67.5,4839.66,414.0,65.0
69.0,66.5,70.41,7.0,4588.5,67.75,4858.29,483.0,65.0
69.0,66.5,70.41,7.0,4588.5,67.75,4858.29,483.0,64.0
69.0,66.5,70.41,7.0,4588.5,67.75,4858.29,483.0,64.0
69.0,66.5,70.41,7.0,4588.5,67.75,4858.29,483.0,64.0
69.0,66.5,70.41,7.0,4588.5,67.75,4858.29,483.0,73.0
69.0,66.5,70.41,7.0,4588.5,67.75,4858.29,483.0,72.0
69.0,66.5,70.41,7.0,4588.5,67.75,4858.29,483.0,71.7
69.5,66.5,70.66,4.0,4621.75,68.0,4910.87,278.0,71.5
69.5,66.5,70.66,4.0,4621.75,68.0,4910.87,278.0,65.5
69.5,66.5,70.66,4.0,4621.75,68.0,4910.87,278.0,65.0
69.5,66.5,70.66,4.0,4621.75,68.0,4910.87,278.0,62.7
69.0,66.5,70.41,6.0,4588.5,67.75,4858.29,414.0,62.5
69.0,66.5,70.41,6.0,4588.5,67.75,4858.29,414.0,71.2
69.0,66.5,70.41,6.0,4588.5,67.75,4858.29,414.0,71.0
69.0,66.5,70.41,6.0,4588.5,67.75,4858.29,414.0,70.0
69.0,66.5,70.41,6.0,4588.5,67.75,4858.29,414.0,75.0
69.0,66.5,70.41,6.0,4588.5,67.75,4858.29,414.0,74.0
69.5,66.0,70.39,7.0,4587.0,67.75,4892.1050000000005,486.5,72.0
69.5,66.0,70.39,7.0,4587.0,67.75,4892.1050000000005,486.5,68.5
69.5,66.0,70.39,7.0,4587.0,67.75,4892.1050000000005,486.5,70.0
69.5,66.0,70.39,7.0,4587.0,67.75,4892.1050000000005,486.5,68.5
69.5,66.0,70.39,7.0,4587.0,67.75,4892.1050000000005,486.5,68.0
69.5,66.0,70.39,7.0,4587.0,67.75,4892.1050000000005,486.5,65.0
69.5,66.0,70.39,7.0,4587.0,67.75,4892.1050000000005,486.5,63.0
69.0,66.0,70.14,9.0,4554.0,67.5,4839.66,621.0,62.5
69.0,66.0,70.14,9.0,4554.0,67.5,4839.66,621.0,73.0
69.0,66.0,70.14,9.0,4554.0,67.5,4839.66,621.0,71.0
69.0,66.0,70.14,9.0,4554.0,67.5,4839.66,621.0,70.5
69.0,66.0,70.14,9.0,4554.0,67.5,4839.66,621.0,70.5
69.0,66.0,70.14,9.0,4554.0,67.5,4839.66,621.0,67.0
69.0,66.0,70.14,9.0,4554.0,67.5,4839.66,621.0,66.0
69.0,66.0,70.14,9.0,4554.0,67.5,4839.66,621.0,61.0
69.0,66.0,70.14,9.0,4554.0,67.5,4839.66,621.0,70.5
69.0,65.0,69.6,7.0,4485.0,67.0,4802.4,483.0,67.5
69.0,65.0,69.6,7.0,4485.0,67.0,4802.4,483.0,64.5
69.0,65.0,69.6,7.0,4485.0,67.0,4802.4,483.0,64.0
69.0,65.0,69.6,7.0,4485.0,67.0,4802.4,483.0,71.0
69.0,65.0,69.6,7.0,4485.0,67.0,4802.4,483.0,68.5
69.0,65.0,69.6,7.0,4485.0,67.0,4802.4,483.0,67.5
69.0,65.0,69.6,7.0,4485.0,67.0,4802.4,483.0,66.0
69.5,64.5,69.58000000000001,7.0,4482.75,67.0,4835.810000000001,486.5,63.0
69.5,64.5,69.58000000000001,7.0,4482.75,67.0,4835.810000000001,486.5,63.0
69.5,64.5,69.58000000000001,7.0,4482.75,67.0,4835.810000000001,486.5,71.0
69.5,64.5,69.58000000000001,7.0,4482.75,67.0,4835.810000000001,486.5,71.0
69.5,64.5,69.58000000000001,7.0,4482.75,67.0,4835.810000000001,486.5,70.5
69.5,64.5,69.58000000000001,7.0,4482.75,67.0,4835.810000000001,486.5,70.5
69.5,64.5,69.58000000000001,7.0,4482.75,67.0,4835.810000000001,486.5,66.5
69.2,64.0,69.16,4.0,4428.8,66.6,4785.872,276.8,65.5
69.2,64.0,69.16,4.0,4428.8,66.6,4785.872,276.8,64.5
69.2,64.0,69.16,4.0,4428.8,66.6,4785.872,276.8,73.0
69.2,64.0,69.16,4.0,4428.8,66.6,4785.872,276.8,72.0
69.0,63.5,68.78999999999999,1.0,4381.5,66.25,4746.509999999999,69.0,69.0
69.0,63.0,68.52000000000001,3.0,4347.0,66.0,4727.880000000001,207.0,69.0
69.0,63.0,68.52000000000001,3.0,4347.0,66.0,4727.880000000001,207.0,66.5
69.0,63.0,68.52000000000001,3.0,4347.0,66.0,4727.880000000001,207.0,65.5
69.0,63.0,68.52000000000001,1.0,4347.0,66.0,4727.880000000001,69.0,65.5
69.0,63.0,68.52000000000001,6.0,4347.0,66.0,4727.880000000001,414.0,65.0
69.0,63.0,68.52000000000001,6.0,4347.0,66.0,4727.880000000001,414.0,64.0
69.0,63.0,68.52000000000001,6.0,4347.0,66.0,4727.880000000001,414.0,70.0
69.0,63.0,68.52000000000001,6.0,4347.0,66.0,4727.880000000001,414.0,68.5
69.0,63.0,68.52000000000001,6.0,4347.0,66.0,4727.880000000001,414.0,67.0
69.0,63.0,68.52000000000001,6.0,4347.0,66.0,4727.880000000001,414.0,65.0
69.0,63.5,68.78999999999999,7.0,4381.5,66.25,4746.509999999999,483.0,64.0
69.0,63.5,68.78999999999999,7.0,4381.5,66.25,4746.509999999999,483.0,63.5
69.0,63.5,68.78999999999999,7.0,4381.5,66.25,4746.509999999999,483.0,61.0
69.0,63.5,68.78999999999999,7.0,4381.5,66.25,4746.509999999999,483.0,69.7
69.0,63.5,68.78999999999999,7.0,4381.5,66.25,4746.509999999999,483.0,68.0
69.0,63.5,68.78999999999999,7.0,4381.5,66.25,4746.509999999999,483.0,60.0
69.0,63.5,68.78999999999999,7.0,4381.5,66.25,4746.509999999999,483.0,65.2
69.0,63.5,68.78999999999999,3.0,4381.5,66.25,4746.509999999999,207.0,64.5
69.0,63.5,68.78999999999999,3.0,4381.5,66.25,4746.509999999999,207.0,63.7
69.0,63.5,68.78999999999999,3.0,4381.5,66.25,4746.509999999999,207.0,60.0
69.7,62.0,68.33000000000001,1.0,4321.400000000001,65.85,4762.6010000000015,69.7,71.7
69.5,62.0,68.23,3.0,4309.0,65.75,4741.985000000001,208.5,66.5
69.5,62.0,68.23,3.0,4309.0,65.75,4741.985000000001,208.5,65.0
69.5,62.0,68.23,3.0,4309.0,65.75,4741.985000000001,208.5,63.5
69.0,62.0,67.98,5.0,4278.0,65.5,4690.62,345.0,65.5
69.0,62.0,67.98,5.0,4278.0,65.5,4690.62,345.0,69.0
69.0,62.0,67.98,5.0,4278.0,65.5,4690.62,345.0,67.5
69.0,62.0,67.98,5.0,4278.0,65.5,4690.62,345.0,63.5
69.0,62.0,67.98,5.0,4278.0,65.5,4690.62,345.0,72.0
69.5,62.0,68.23,11.0,4309.0,65.75,4741.985000000001,764.5,73.0
69.5,62.0,68.23,11.0,4309.0,65.75,4741.985000000001,764.5,70.0
69.5,62.0,68.23,11.0,4309.0,65.75,4741.985000000001,764.5,70.0
69.5,62.0,68.23,11.0,4309.0,65.75,4741.985000000001,764.5,64.0
69.5,62.0,68.23,11.0,4309.0,65.75,4741.985000000001,764.5,66.0
69.5,62.0,68.23,11.0,4309.0,65.75,4741.985000000001,764.5,62.0
69.5,62.0,68.23,11.0,4309.0,65.75,4741.985000000001,764.5,70.5
69.5,62.0,68.23,11.0,4309.0,65.75,4741.985000000001,764.5,67.0
69.5,62.0,68.23,11.0,4309.0,65.75,4741.985000000001,764.5,66.0
69.5,62.0,68.23,11.0,4309.0,65.75,4741.985000000001,764.5,65.0
69.5,62.0,68.23,11.0,4309.0,65.75,4741.985000000001,764.5,63.0
69.0,62.5,68.25,8.0,4312.5,65.75,4709.25,552.0,62.0
69.0,62.5,68.25,8.0,4312.5,65.75,4709.25,552.0,61.0
69.0,62.5,68.25,8.0,4312.5,65.75,4709.25,552.0,70.5
69.0,62.5,68.25,8.0,4312.5,65.75,4709.25,552.0,63.7
69.0,62.5,68.25,8.0,4312.5,65.75,4709.25,552.0,63.0
69.0,62.5,68.25,8.0,4312.5,65.75,4709.25,552.0,62.5
69.0,62.5,68.25,8.0,4312.5,65.75,4709.25,552.0,73.0
69.0,62.5,68.25,8.0,4312.5,65.75,4709.25,552.0,72.0
69.0,62.0,67.98,4.0,4278.0,65.5,4690.62,276.0,69.0
69.0,62.0,67.98,4.0,4278.0,65.5,4690.62,276.0,73.0
69.0,62.0,67.98,4.0,4278.0,65.5,4690.62,276.0,71.0
69.0,62.0,67.98,4.0,4278.0,65.5,4690.62,276.0,71.0
69.5,61.0,67.69,5.0,4239.5,65.25,4704.455,347.5,69.0
69.5,61.0,67.69,5.0,4239.5,65.25,4704.455,347.5,63.0
69.5,61.0,67.69,5.0,4239.5,65.25,4704.455,347.5,72.0
69.5,61.0,67.69,5.0,4239.5,65.25,4704.455,347.5,70.0
69.5,61.0,67.69,5.0,4239.5,65.25,4704.455,347.5,67.8
69.0,61.0,67.44,9.0,4209.0,65.0,4653.36,621.0,65.2
69.0,61.0,67.44,9.0,4209.0,65.0,4653.36,621.0,64.7
69.0,61.0,67.44,9.0,4209.0,65.0,4653.36,621.0,64.5
69.0,61.0,67.44,9.0,4209.0,65.0,4653.36,621.0,63.5
69.0,61.0,67.44,9.0,4209.0,65.0,4653.36,621.0,63.5
69.0,61.0,67.44,9.0,4209.0,65.0,4653.36,621.0,62.5
69.0,61.0,67.44,9.0,4209.0,65.0,4653.36,621.0,62.0
69.0,61.0,67.44,9.0,4209.0,65.0,4653.36,621.0,61.5
69.0,61.0,67.44,9.0,4209.0,65.0,4653.36,621.0,71.0
69.0,60.0,66.9,3.0,4140.0,64.5,4616.1,207.0,70.0
69.0,60.0,66.9,3.0,4140.0,64.5,4616.1,207.0,70.0
69.0,60.0,66.9,3.0,4140.0,64.5,4616.1,207.0,69.0
69.0,60.0,66.9,4.0,4140.0,64.5,4616.1,276.0,63.5
69.0,60.0,66.9,4.0,4140.0,64.5,4616.1,276.0,62.5
69.0,60.0,66.9,4.0,4140.0,64.5,4616.1,276.0,62.5
69.0,60.0,66.9,4.0,4140.0,64.5,4616.1,276.0,62.0
69.0,60.5,67.17,1.0,4174.5,64.75,4634.7300000000005,69.0,72.0
68.7,70.5,72.42,2.0,4843.35,69.6,4975.254,137.4,68.0
68.7,70.5,72.42,2.0,4843.35,69.6,4975.254,137.4,66.0
68.5,67.0,70.43,3.0,4589.5,67.75,4824.455000000001,205.5,66.0
68.5,67.0,70.43,3.0,4589.5,67.75,4824.455000000001,205.5,70.0
68.5,67.0,70.43,3.0,4589.5,67.75,4824.455000000001,205.5,69.5
68.5,66.5,70.16,11.0,4555.25,67.5,4805.96,753.5,69.0
68.5,66.5,70.16,11.0,4555.25,67.5,4805.96,753.5,63.0
68.5,66.5,70.16,11.0,4555.25,67.5,4805.96,753.5,62.0
68.5,66.5,70.16,11.0,4555.25,67.5,4805.96,753.5,68.0
68.5,66.5,70.16,11.0,4555.25,67.5,4805.96,753.5,68.0
68.5,66.5,70.16,11.0,4555.25,67.5,4805.96,753.5,67.5
68.5,66.5,70.16,11.0,4555.25,67.5,4805.96,753.5,64.0
68.5,66.5,70.16,11.0,4555.25,67.5,4805.96,753.5,63.0
68.5,66.5,70.16,11.0,4555.25,67.5,4805.96,753.5,63.0
68.5,66.5,70.16,11.0,4555.25,67.5,4805.96,753.5,63.5
68.5,66.5,70.16,11.0,4555.25,67.5,4805.96,753.5,62.0
68.0,65.0,69.1,2.0,4420.0,66.5,4698.799999999999,136.0,62.0
68.0,65.0,69.1,2.0,4420.0,66.5,4698.799999999999,136.0,70.5
68.0,65.5,69.37,2.0,4454.0,66.75,4717.16,136.0,68.0
68.0,65.5,69.37,2.0,4454.0,66.75,4717.16,136.0,62.5
68.0,65.5,69.37,7.0,4454.0,66.75,4717.16,476.0,69.0
68.0,65.5,69.37,7.0,4454.0,66.75,4717.16,476.0,66.0
68.0,65.5,69.37,7.0,4454.0,66.75,4717.16,476.0,61.7
68.0,65.5,69.37,7.0,4454.0,66.75,4717.16,476.0,60.5
68.0,65.5,69.37,7.0,4454.0,66.75,4717.16,476.0,69.5
68.0,65.5,69.37,7.0,4454.0,66.75,4717.16,476.0,71.0
68.0,65.5,69.37,7.0,4454.0,66.75,4717.16,476.0,61.7
68.0,65.0,69.1,4.0,4420.0,66.5,4698.799999999999,272.0,73.0
68.0,65.0,69.1,4.0,4420.0,66.5,4698.799999999999,272.0,71.0
68.0,65.0,69.1,4.0,4420.0,66.5,4698.799999999999,272.0,67.0
68.0,65.0,69.1,4.0,4420.0,66.5,4698.799999999999,272.0,70.0
68.5,65.0,69.35,8.0,4452.5,66.75,4750.474999999999,548.0,69.0
68.5,65.0,69.35,8.0,4452.5,66.75,4750.474999999999,548.0,69.0
68.5,65.0,69.35,8.0,4452.5,66.75,4750.474999999999,548.0,68.7
68.5,65.0,69.35,8.0,4452.5,66.75,4750.474999999999,548.0,68.5
68.5,65.0,69.35,8.0,4452.5,66.75,4750.474999999999,548.0,68.5
68.5,65.0,69.35,8.0,4452.5,66.75,4750.474999999999,548.0,68.0
68.5,65.0,69.35,8.0,4452.5,66.75,4750.474999999999,548.0,68.0
68.5,65.0,69.35,8.0,4452.5,66.75,4750.474999999999,548.0,68.0
68.5,65.0,69.35,8.0,4452.5,66.75,4750.474999999999,548.0,66.2
68.5,65.0,69.35,8.0,4452.5,66.75,4750.474999999999,548.0,63.2
68.5,65.0,69.35,8.0,4452.5,66.75,4750.474999999999,548.0,67.5
68.5,65.0,69.35,8.0,4452.5,66.75,4750.474999999999,548.0,66.0
68.5,65.0,69.35,8.0,4452.5,66.75,4750.474999999999,548.0,66.0
68.5,65.0,69.35,8.0,4452.5,66.75,4750.474999999999,548.0,64.0
68.5,65.0,69.35,8.0,4452.5,66.75,4750.474999999999,548.0,71.7
68.5,65.0,69.35,8.0,4452.5,66.75,4750.474999999999,548.0,71.5
